pickup_hour,day_of_week,weather_condition,pickup_zone,vehicle_type,distance_km,passenger_count,surge_multiplier,fare_amount
0,Friday,Clear,Airport,UberX,7.12,1.0,1.2,19.05
7,Monday,Clear,Suburb,UberXL,5.92,2.0,1.4,16.66
13,Monday,Clear,Downtown,UberX,8.95,3.0,1.0,16.47
15,Friday,Clear,Downtown,Uber Pool,1.0,1.0,1.2,5.02
13,Saturday,Foggy,University,UberX,13.51,2.0,,25.02
11,Wednesday,Foggy,Airport,UberX,8.33,4.0,1.0,17.22
18,Friday,Rainy,University,UberXL,1.5,1.0,2.21,9.32
22,Monday,Clear,Mall,UberXL,7.97,3.0,1.0,16.17
14,Thursday,Clear,Airport,UberX,7.25,2.0,1.0,16.04
1,Tuesday,Rainy,Mall,Uber Pool,,4.0,1.15,3.0
1,Saturday,,Suburb,UberX,2.48,4.0,1.2,4.97
22,Sunday,,Airport,UberX,3.97,1.0,1.15,7.23
21,Saturday,Clear,University,Uber Pool,2.25,4.0,1.2,5.84
18,Thursday,Rainy,University,UberX,2.23,3.0,1.84,9.41
21,Thursday,Rainy,Airport,UberX,6.81,4.0,1.15,13.16
21,Sunday,Clear,University,UberXL,5.09,1.0,1.0,9.96
16,Monday,Clear,Airport,UberX,8.8,,1.0,18.39
19,Friday,Clear,Downtown,Uber Pool,25.06,1.0,1.92,51.18
9,Wednesday,Clear,University,UberX,8.64,4.0,1.4,18.72
5,Saturday,,Airport,UberXL,6.98,2.0,1.38,23.16
14,Sunday,Rainy,Airport,UberX,15.05,1.0,1.15,29.18
21,Saturday,Rainy,University,UberX,8.0,3.0,1.38,14.08
10,Thursday,Snowy,Downtown,UberXL,1.45,3.0,1.3,6.71
4,Friday,Clear,University,UberXL,3.02,4.0,1.2,11.79
0,Saturday,Clear,Airport,Uber Black,10.57,2.0,,39.23
7,Wednesday,Clear,Downtown,UberX,10.73,4.0,1.4,20.61
20,Thursday,Rainy,Mall,UberXL,34.75,4.0,1.84,104.5
11,Wednesday,Clear,Suburb,UberX,7.89,2.0,1.0,13.39
11,Friday,Foggy,University,UberXL,18.38,1.0,1.2,41.16
4,Saturday,Clear,Airport,UberXL,1.0,3.0,1.2,7.33
6,Tuesday,Snowy,Downtown,UberX,6.68,2.0,1.3,15.55
3,Saturday,Snowy,Downtown,UberXL,20.19,4.0,1.56,54.94
5,Friday,Clear,Mall,UberX,2.71,1.0,,6.75
12,Saturday,Clear,University,UberXL,1.35,4.0,1.2,3.06
19,Sunday,Rainy,Downtown,UberXL,3.45,1.0,1.84,14.62
14,Saturday,,Mall,UberX,12.57,3.0,1.2,21.7
2,Monday,Clear,Airport,Uber Pool,1.0,3.0,1.0,3.0
22,Saturday,Rainy,Mall,UberX,7.34,1.0,,14.2
7,Saturday,Clear,University,Uber Pool,1.17,3.0,,3.39
19,Wednesday,Rainy,Mall,UberX,4.57,4.0,1.84,13.82
15,Tuesday,,Downtown,Uber Pool,27.05,,1.15,33.18
12,Wednesday,Clear,Downtown,UberX,1.74,4.0,1.0,3.83
17,Wednesday,Clear,Suburb,UberX,1.0,1.0,1.6,5.6
9,Thursday,,Mall,Uber Pool,4.46,4.0,1.4,9.03
18,Monday,Rainy,Airport,UberX,6.9,3.0,1.84,23.53
16,Wednesday,Clear,University,UberX,2.83,2.0,1.0,3.75
23,Sunday,Foggy,Suburb,Uber Black,6.24,4.0,1.0,15.36
18,Friday,Clear,Mall,UberXL,24.53,,1.92,78.88
22,Sunday,Clear,Airport,UberXL,2.99,3.0,1.0,6.23
4,Friday,Clear,Suburb,UberX,2.96,1.0,1.2,
20,Saturday,Clear,Downtown,UberXL,5.27,4.0,1.92,19.21
22,Thursday,Clear,University,UberX,5.79,1.0,1.0,10.96
8,Monday,Rainy,Mall,Uber Pool,1.0,1.0,1.61,3.97
11,Sunday,Clear,Airport,UberXL,7.65,4.0,1.0,
20,Monday,Clear,Downtown,Uber Black,47.49,,1.6,184.91
0,Sunday,Clear,Suburb,UberX,2.76,,1.0,4.32
0,Saturday,Rainy,University,Uber Pool,7.97,4.0,,14.98
14,Friday,Rainy,Suburb,UberXL,1.0,3.0,1.38,5.34
1,Tuesday,Clear,Suburb,Uber Pool,7.42,2.0,1.0,7.57
21,Thursday,Foggy,Airport,UberX,4.74,1.0,1.0,6.93
15,Sunday,Clear,Downtown,Uber Black,6.05,4.0,1.0,15.03
7,Sunday,Rainy,Mall,UberXL,,2.0,1.61,17.09
12,Saturday,Clear,Airport,UberX,1.56,1.0,1.2,3.52
20,Thursday,Clear,University,UberX,11.76,4.0,1.6,26.16
0,Friday,Snowy,Suburb,UberX,6.49,3.0,1.56,15.66
15,Friday,Clear,University,UberX,2.52,4.0,1.2,6.18
6,Sunday,Rainy,Airport,UberX,22.17,,1.15,41.59
4,Tuesday,Clear,Airport,UberX,1.0,1.0,1.0,4.58
21,Tuesday,Rainy,Mall,UberXL,10.36,1.0,1.15,21.05
22,Monday,Foggy,Suburb,UberXL,3.84,1.0,1.0,6.07
2,Thursday,Clear,Airport,UberX,5.91,2.0,,12.02
11,Thursday,Foggy,University,Uber Black,2.76,3.0,1.0,9.46
15,Friday,Rainy,Mall,Uber Pool,3.1,4.0,1.38,8.16
18,Monday,,University,UberX,1.0,4.0,1.84,6.2
4,Saturday,Clear,Suburb,UberX,10.47,3.0,1.2,16.74
21,Thursday,Foggy,Mall,UberXL,9.93,4.0,1.0,18.06
13,Monday,Clear,Mall,Uber Black,8.5,1.0,1.0,21.25
4,Monday,Clear,Mall,UberXL,16.83,,1.0,29.75
14,Sunday,Foggy,Downtown,UberXL,18.52,,1.0,37.34
16,Friday,,,UberX,,2.0,1.38,13.16
13,Monday,Clear,University,Uber Black,9.24,2.0,1.0,23.06
19,Tuesday,Clear,University,UberX,1.0,3.0,1.6,
4,Tuesday,Clear,Suburb,UberX,14.98,4.0,1.0,22.3
11,Wednesday,Clear,Airport,UberX,13.56,4.0,1.0,25.0
15,Friday,Clear,Airport,UberX,1.0,2.0,1.2,3.0
15,Sunday,Rainy,Downtown,UberXL,6.26,4.0,1.15,15.29
20,Saturday,Clear,Mall,UberXL,18.97,2.0,1.92,60.42
6,Wednesday,Rainy,Downtown,Uber Pool,1.6,3.0,1.15,4.98
3,Tuesday,Foggy,Suburb,UberX,3.48,3.0,1.0,5.37
0,Sunday,Clear,Suburb,Uber Pool,3.22,4.0,1.0,6.63
4,Wednesday,Clear,Airport,UberXL,3.52,1.0,1.0,10.36
22,Friday,Clear,Suburb,UberX,1.0,1.0,,5.25
9,Sunday,Clear,Mall,Uber Pool,2.62,2.0,1.4,
21,Friday,Rainy,University,UberXL,2.79,3.0,1.38,9.37
4,Monday,Clear,Suburb,UberX,,2.0,1.0,22.97
3,Thursday,Rainy,Downtown,Uber Pool,3.47,3.0,,3.0
1,Monday,,Mall,UberXL,4.74,2.0,1.0,11.08
19,Friday,Clear,Suburb,UberXL,3.83,2.0,1.92,13.72
9,Sunday,Clear,Suburb,Uber Pool,1.03,2.0,1.4,3.76
18,Tuesday,Clear,Mall,UberX,37.13,4.0,1.6,75.67
0,Saturday,Clear,Suburb,UberXL,13.98,1.0,1.2,30.98
23,Tuesday,Clear,University,Uber Black,,,,16.02
4,Sunday,Foggy,Airport,UberX,5.18,2.0,,8.05
12,Monday,Rainy,,UberX,8.38,1.0,1.15,13.95
3,Saturday,Clear,Downtown,Uber Black,3.16,2.0,1.2,13.27
15,Sunday,Clear,Suburb,UberX,1.0,2.0,1.0,5.67
23,Friday,Clear,Airport,Uber Black,4.14,3.0,1.2,13.57
15,Tuesday,Clear,Downtown,Uber Pool,33.07,4.0,1.0,36.14
22,Friday,Clear,Downtown,UberX,1.61,2.0,1.2,5.74
1,Saturday,Clear,University,UberX,6.0,3.0,1.2,12.73
16,Saturday,Clear,Airport,UberX,1.0,4.0,1.2,4.39
19,Tuesday,Clear,Mall,UberXL,1.04,4.0,1.6,3.0
23,Friday,Clear,Airport,Uber Pool,7.08,1.0,1.2,11.75
11,Wednesday,Clear,Airport,UberXL,2.82,1.0,1.0,6.99
17,Friday,Rainy,Downtown,UberX,18.89,2.0,2.21,56.01
2,Saturday,Clear,University,UberXL,4.17,1.0,1.2,12.08
0,Friday,Clear,University,Uber Black,1.87,3.0,1.2,7.43
0,Sunday,Rainy,Airport,UberX,6.31,3.0,1.15,14.41
18,Monday,Foggy,Airport,Uber Black,12.68,1.0,1.6,62.11
10,Wednesday,Foggy,Suburb,UberX,1.0,,1.0,3.0
4,Thursday,Rainy,Downtown,Uber Black,5.63,3.0,1.15,20.57
11,Sunday,Clear,Mall,UberX,11.88,2.0,1.0,19.44
2,Monday,Rainy,Mall,UberX,1.0,2.0,1.15,3.0
0,Thursday,Rainy,University,Uber Pool,18.65,3.0,1.15,23.81
0,Tuesday,Clear,Downtown,UberXL,2.46,1.0,1.0,9.81
7,Thursday,Clear,University,UberX,,3.0,1.4,3.05
9,Sunday,Foggy,Mall,Uber Pool,7.12,,1.4,9.71
10,Friday,Clear,Airport,UberXL,1.54,4.0,,7.56
11,Sunday,,Downtown,UberX,9.11,4.0,1.0,15.21
12,Thursday,,Downtown,UberXL,5.39,2.0,1.0,12.31
11,Saturday,Clear,Suburb,Uber Pool,1.0,1.0,1.2,3.2
13,Monday,Clear,Airport,UberXL,19.49,3.0,1.0,43.27
1,Monday,,Airport,UberX,8.95,1.0,1.15,
18,Thursday,Rainy,University,UberXL,6.32,,1.84,20.24
17,Monday,Clear,Downtown,UberXL,3.75,1.0,1.6,12.89
2,Saturday,Foggy,University,Uber Black,1.16,4.0,1.2,3.0
22,Sunday,Clear,Airport,UberX,9.83,3.0,1.0,17.62
16,Monday,Clear,Suburb,UberXL,13.44,2.0,1.0,23.98
7,Thursday,Rainy,Downtown,UberX,1.08,1.0,1.61,3.69
9,Wednesday,Rainy,Airport,UberXL,5.46,1.0,1.61,19.77
1,Wednesday,Rainy,Suburb,Uber Pool,5.31,4.0,1.15,6.43
18,Tuesday,Foggy,Mall,UberX,3.45,4.0,1.6,8.4
8,Monday,Rainy,Airport,UberX,12.46,3.0,1.61,34.33
6,Sunday,Foggy,Mall,UberXL,1.0,2.0,,4.74
3,Thursday,Clear,University,Uber Black,1.84,2.0,1.0,8.29
20,Monday,Rainy,Mall,UberX,1.0,4.0,1.84,4.47
17,Friday,Snowy,Airport,UberXL,3.73,3.0,2.5,22.55
12,Saturday,Rainy,Mall,Uber Pool,2.75,1.0,,3.74
10,Monday,Clear,,Uber Black,16.14,3.0,,41.87
23,Monday,,Airport,Uber Black,10.96,2.0,1.0,33.51
3,Wednesday,Rainy,Suburb,UberX,1.0,4.0,1.15,4.63
20,Saturday,Clear,Mall,Uber Pool,10.81,1.0,1.92,20.76
3,Thursday,Snowy,,UberX,9.0,1.0,1.3,17.38
9,Monday,Clear,University,UberX,2.65,2.0,1.4,5.94
4,Wednesday,Clear,,UberX,1.0,1.0,1.0,5.27
8,Tuesday,Foggy,Mall,UberXL,1.0,3.0,1.4,3.82
23,Saturday,Clear,University,Uber Pool,2.3,2.0,1.2,7.9
2,Wednesday,Clear,Suburb,UberX,13.57,2.0,1.0,16.82
16,Wednesday,Rainy,Airport,Uber Black,5.01,1.0,1.15,20.73
2,Sunday,Rainy,Downtown,Uber Black,20.05,2.0,1.15,55.03
15,Wednesday,Clear,Mall,UberXL,12.45,4.0,1.0,22.17
3,Sunday,Snowy,University,Uber Black,2.71,3.0,1.3,9.76
17,Monday,Clear,Airport,UberX,14.93,2.0,1.6,40.42
16,Monday,Rainy,Suburb,UberX,1.0,4.0,1.15,5.11
6,Tuesday,Clear,University,Uber Pool,1.0,1.0,1.0,6.35
23,Friday,Rainy,University,UberX,7.5,2.0,1.38,14.74
22,Friday,Clear,Downtown,UberX,,4.0,1.2,6.7
4,Friday,Clear,Suburb,UberXL,3.2,1.0,1.2,9.97
11,Sunday,Clear,Suburb,Uber Pool,9.3,4.0,1.0,10.67
16,Saturday,Foggy,Mall,UberXL,15.18,1.0,,30.69
22,Saturday,Clear,Downtown,UberX,3.11,,1.2,6.76
12,Tuesday,Rainy,Mall,UberX,3.14,2.0,1.15,
22,Saturday,Foggy,Downtown,Uber Black,6.11,3.0,1.2,17.74
2,Friday,Clear,Suburb,UberX,8.47,3.0,1.2,17.04
8,Friday,Clear,Downtown,UberX,1.81,2.0,1.68,7.25
16,Wednesday,Clear,Downtown,UberX,19.51,3.0,1.0,25.84
16,Saturday,Rainy,Downtown,UberXL,8.5,3.0,1.38,25.39
19,Monday,Clear,Airport,UberX,7.85,4.0,1.6,22.36
15,Monday,Clear,Airport,UberX,18.76,1.0,1.0,31.45
21,Wednesday,Rainy,Suburb,UberX,19.02,3.0,1.15,29.54
12,Wednesday,Rainy,Downtown,UberX,1.17,2.0,1.15,3.62
18,Wednesday,Clear,Suburb,UberX,1.25,4.0,1.6,3.0
16,Monday,Clear,,UberXL,11.48,1.0,1.0,25.57
3,Friday,Rainy,Downtown,UberXL,25.15,3.0,,63.47
11,Wednesday,Snowy,Mall,UberX,8.79,,1.3,14.86
8,Tuesday,Foggy,Airport,UberX,4.24,2.0,1.4,12.52
18,Sunday,Rainy,Airport,UberX,9.2,3.0,,30.83
11,Wednesday,Clear,Airport,UberX,,2.0,1.0,5.2
8,Sunday,Clear,Downtown,UberX,49.58,3.0,1.4,90.69
6,Thursday,,University,UberX,4.51,3.0,1.0,7.93
13,Wednesday,Clear,Mall,UberX,21.47,2.0,1.0,26.99
19,Monday,Rainy,,Uber Pool,4.51,1.0,1.84,9.65
18,Saturday,Clear,Suburb,UberX,21.06,4.0,1.92,50.68
14,Wednesday,Clear,Downtown,Uber Pool,3.27,2.0,1.0,4.45
15,Saturday,Snowy,Airport,UberX,11.44,1.0,1.56,28.29
20,Thursday,Clear,University,UberX,24.13,,1.6,51.16
4,Tuesday,Clear,Downtown,Uber Black,8.31,2.0,1.0,21.46
2,Saturday,Clear,Downtown,UberX,9.05,,1.2,19.45
11,Sunday,Rainy,University,UberX,1.0,,1.15,4.32
19,Friday,Rainy,Airport,Uber Pool,5.14,3.0,2.21,14.68
20,Wednesday,Clear,Downtown,UberXL,17.43,3.0,1.6,50.87
3,Thursday,Clear,Mall,UberX,2.21,1.0,1.0,4.92
20,Thursday,Rainy,Mall,UberX,12.42,3.0,1.84,30.07
22,Saturday,Foggy,,Uber Pool,9.01,4.0,1.2,13.64
15,Tuesday,Snowy,Airport,Uber Pool,2.02,2.0,1.3,7.29
6,Monday,Foggy,University,UberX,,4.0,1.0,
12,Wednesday,Rainy,Downtown,UberX,4.46,1.0,1.15,9.95
20,Thursday,Clear,Mall,Uber Black,1.07,3.0,1.6,6.91
9,Tuesday,Clear,Suburb,UberX,19.57,3.0,1.4,35.53
6,Friday,Clear,University,UberX,10.76,2.0,1.2,18.46
13,Thursday,Rainy,Suburb,UberXL,3.63,,1.15,9.39
4,Tuesday,Foggy,Suburb,UberX,,4.0,1.0,4.94
2,Monday,Clear,Mall,UberXL,9.36,2.0,1.0,
22,Monday,Clear,University,Uber Pool,4.42,3.0,1.0,8.84
10,Thursday,Clear,Suburb,Uber Black,2.08,1.0,1.0,
10,Sunday,Snowy,Downtown,UberX,4.5,1.0,1.3,10.63
17,Thursday,Rainy,Airport,UberX,16.4,2.0,1.84,49.25
14,Saturday,Foggy,Airport,UberX,1.0,2.0,1.2,5.12
11,Wednesday,Foggy,Mall,UberX,3.68,2.0,1.0,6.65
8,Tuesday,Snowy,University,UberX,26.23,,1.82,60.37
9,Thursday,Rainy,University,UberX,1.0,3.0,1.61,3.73
11,Wednesday,,Airport,UberX,17.7,3.0,1.15,35.15
16,Saturday,Clear,Downtown,UberX,,2.0,1.2,7.57
5,Wednesday,Clear,Airport,UberX,1.68,1.0,1.0,3.0
6,Thursday,Clear,Airport,UberXL,1.0,,1.0,4.14
13,Monday,Clear,University,UberXL,1.0,2.0,1.0,3.0
12,Tuesday,,Suburb,UberX,1.51,4.0,1.3,4.39
7,Tuesday,Clear,,Uber Black,1.0,2.0,1.4,7.67
9,Monday,Foggy,University,Uber Black,3.27,4.0,1.4,11.17
8,Sunday,Clear,Airport,UberX,1.0,1.0,1.4,5.66
17,Thursday,Clear,Suburb,UberX,9.43,1.0,1.6,23.18
1,Tuesday,Snowy,Downtown,UberXL,13.67,1.0,1.3,35.69
4,Thursday,Clear,Mall,UberX,17.48,1.0,1.0,23.13
4,Saturday,Clear,Downtown,UberX,6.37,3.0,1.2,11.22
5,Thursday,Clear,Downtown,Uber Pool,23.43,3.0,1.0,25.96
18,Wednesday,Rainy,Airport,UberX,1.0,4.0,1.84,5.65
7,Monday,Clear,Airport,UberXL,1.15,2.0,1.4,7.23
15,Sunday,Rainy,Mall,UberX,2.78,3.0,1.15,6.41
12,Thursday,Rainy,Mall,UberX,12.45,2.0,1.15,20.29
0,Sunday,Rainy,Mall,UberX,17.33,4.0,1.15,25.05
21,Sunday,Rainy,University,UberXL,7.7,2.0,1.15,18.49
19,Saturday,Clear,,UberX,3.87,1.0,1.92,9.95
16,Friday,Clear,Airport,UberX,8.77,1.0,1.2,17.98
6,Monday,Foggy,Airport,Uber Pool,,3.0,1.0,5.27
12,Sunday,Clear,Mall,UberX,4.9,4.0,,10.32
3,Tuesday,Clear,University,UberX,5.67,3.0,1.0,10.67
3,Wednesday,Clear,Suburb,UberX,1.0,3.0,1.0,3.65
5,Tuesday,Foggy,University,UberXL,1.0,3.0,1.0,4.15
18,Saturday,Clear,Airport,UberX,11.09,4.0,1.92,34.35
11,Saturday,Clear,University,UberX,6.12,1.0,1.2,11.2
21,Tuesday,Rainy,Airport,UberX,3.23,1.0,1.15,5.42
6,Monday,Rainy,Mall,UberX,4.6,3.0,1.15,11.34
9,Tuesday,Clear,Mall,UberXL,25.3,2.0,1.4,62.5
18,Thursday,Clear,Mall,UberXL,3.89,1.0,1.6,9.54
6,Tuesday,Rainy,Suburb,UberX,1.0,1.0,1.15,3.0
2,Wednesday,Snowy,Suburb,UberX,4.98,4.0,1.3,12.31
12,Wednesday,,Airport,UberX,8.35,1.0,1.15,16.3
12,Friday,Clear,Downtown,UberXL,1.0,1.0,1.2,6.69
17,Wednesday,Clear,Suburb,UberX,3.23,3.0,1.6,9.83
19,Tuesday,Foggy,Airport,UberX,4.0,3.0,1.6,12.0
7,Wednesday,Foggy,University,Uber Pool,4.98,4.0,1.4,10.51
8,Monday,Clear,Mall,UberX,2.87,,1.4,7.27
6,Sunday,Clear,Mall,Uber Pool,8.8,2.0,1.0,10.34
0,Wednesday,Rainy,Mall,UberX,23.16,,,35.25
2,Thursday,Clear,Airport,UberX,19.63,3.0,1.0,34.31
12,Monday,Clear,Mall,UberX,8.73,,1.0,14.48
16,Friday,Clear,Suburb,UberX,5.66,1.0,1.2,14.18
23,Thursday,Clear,University,UberX,13.98,4.0,1.0,20.66
0,Tuesday,Clear,Mall,UberX,14.46,3.0,1.0,21.79
5,Sunday,Rainy,Airport,Uber Pool,14.16,4.0,1.15,
20,Tuesday,Clear,University,UberX,1.37,3.0,,6.29
5,Sunday,Clear,Mall,UberXL,1.0,3.0,1.0,3.31
11,Sunday,Clear,Downtown,Uber Black,32.69,2.0,1.0,83.26
12,Tuesday,Clear,Mall,Uber Black,25.68,3.0,1.0,59.66
12,Thursday,Clear,Suburb,UberXL,6.65,1.0,1.0,11.21
14,Thursday,Clear,University,UberX,39.77,1.0,1.0,54.13
20,Sunday,Rainy,Suburb,UberX,11.78,1.0,1.84,26.07
15,Thursday,Clear,Downtown,UberX,5.83,4.0,1.0,11.17
21,Sunday,Clear,Downtown,UberX,3.95,3.0,1.0,6.89
20,Sunday,Clear,Suburb,UberX,7.19,,1.6,16.55
10,Monday,Clear,University,UberX,5.8,2.0,1.0,7.72
4,Saturday,Foggy,Downtown,Uber Pool,40.67,3.0,1.2,49.73
3,Monday,Clear,Downtown,Uber Pool,5.39,1.0,1.0,7.05
2,Tuesday,Snowy,Mall,UberX,14.46,2.0,1.3,24.83
18,Saturday,Clear,Airport,UberX,13.44,2.0,1.92,41.86
19,Wednesday,Foggy,Downtown,UberX,1.0,3.0,1.6,5.13
17,Tuesday,Clear,University,UberX,1.0,1.0,1.6,5.23
14,Friday,Rainy,University,UberX,8.63,4.0,1.38,16.84
8,Monday,Clear,Mall,Uber Pool,2.4,3.0,1.4,5.58
16,Thursday,Clear,University,UberX,8.57,1.0,1.0,14.1
13,Monday,Foggy,Mall,UberX,1.25,,1.0,3.0
14,Thursday,Rainy,Downtown,UberX,4.05,3.0,1.15,9.31
0,Saturday,Clear,Downtown,Uber Pool,1.0,2.0,,3.0
20,Friday,Clear,Downtown,Uber Pool,2.65,1.0,1.92,3.54
21,Saturday,Clear,Downtown,Uber Black,,4.0,1.2,4.82
21,Friday,Foggy,Airport,UberX,28.21,4.0,1.2,53.8
2,Monday,Clear,Airport,UberX,4.02,2.0,,8.07
15,Thursday,Clear,Downtown,UberX,18.52,2.0,1.0,27.65
22,Saturday,,University,UberX,28.37,2.0,1.38,53.11
10,Friday,Foggy,Mall,Uber Black,19.22,3.0,1.2,55.18
11,Sunday,,Suburb,UberX,4.86,1.0,1.15,11.23
9,Tuesday,Rainy,Mall,UberX,12.07,2.0,1.61,24.26
15,Tuesday,Rainy,Suburb,UberXL,1.34,2.0,1.15,6.78
7,Saturday,Clear,Suburb,UberX,1.0,2.0,1.68,3.0
5,Thursday,Clear,Downtown,UberXL,16.76,4.0,1.0,33.58
11,Sunday,Foggy,Suburb,UberX,1.0,2.0,,4.56
23,Saturday,Clear,,UberX,28.7,1.0,1.2,48.22
20,Monday,Foggy,Airport,UberX,8.92,4.0,1.6,23.43
7,Friday,Clear,University,Uber Pool,4.35,1.0,1.68,11.2
3,Monday,Clear,Suburb,UberX,1.22,4.0,1.0,3.0
7,Tuesday,Snowy,University,UberX,10.28,4.0,1.82,26.04
17,Friday,Rainy,Downtown,UberX,6.62,3.0,2.21,21.9
4,Saturday,Clear,Suburb,UberXL,9.93,4.0,1.2,19.02
8,Monday,Rainy,Mall,Uber Black,4.33,4.0,1.61,
3,Wednesday,Rainy,Airport,UberX,1.0,1.0,1.15,3.0
21,Thursday,Clear,Airport,UberX,3.03,,1.0,9.39
16,Sunday,Clear,Suburb,Uber Pool,3.03,2.0,1.0,9.28
8,Sunday,,,Uber Black,1.0,,1.4,5.4
0,Thursday,,Mall,UberXL,1.0,4.0,1.0,
20,Wednesday,Clear,University,UberX,3.21,3.0,1.6,
19,Tuesday,Foggy,Mall,UberX,10.4,2.0,1.6,19.38
12,Friday,Foggy,Airport,Uber Black,7.83,3.0,1.2,31.84
15,Thursday,Clear,University,UberXL,2.19,4.0,1.0,5.7
12,Wednesday,Rainy,Mall,UberXL,7.39,,1.15,15.5
13,Saturday,Clear,Downtown,UberX,8.34,3.0,1.2,16.75
2,Sunday,Clear,Downtown,UberXL,5.91,4.0,1.0,13.03
5,Wednesday,Rainy,University,Uber Black,5.89,2.0,1.15,18.39
17,Tuesday,Foggy,University,Uber Pool,3.69,4.0,1.6,9.34
18,Tuesday,Rainy,University,UberX,1.05,3.0,1.84,4.75
4,Monday,Clear,Downtown,UberXL,,4.0,1.0,7.68
14,Thursday,Clear,Mall,UberXL,3.39,4.0,1.0,9.76
1,Monday,Clear,University,Uber Pool,,3.0,1.0,8.4
9,Sunday,Clear,Downtown,Uber Black,15.52,3.0,1.4,54.29
23,Wednesday,Clear,University,Uber Pool,3.76,2.0,1.0,6.4
17,Friday,Rainy,University,Uber Pool,9.9,4.0,2.21,21.2
12,Friday,Clear,University,UberX,13.36,1.0,1.2,23.06
4,Tuesday,Rainy,Downtown,Uber Black,1.9,3.0,1.15,9.21
22,Friday,Clear,Mall,UberXL,18.55,4.0,1.2,40.49
23,Friday,Rainy,Downtown,UberX,1.0,1.0,1.38,5.43
0,Sunday,Clear,Downtown,UberX,18.56,1.0,1.0,28.61
21,Friday,Clear,University,UberX,1.43,4.0,1.2,3.7
0,Wednesday,Clear,Suburb,Uber Black,3.29,4.0,1.0,10.98
17,Friday,Clear,Suburb,UberX,7.44,4.0,1.92,19.36
14,Saturday,Foggy,Suburb,Uber Pool,18.89,,,24.64
16,Friday,Clear,Downtown,UberXL,2.36,,1.2,7.64
10,Friday,Rainy,University,UberXL,11.54,3.0,1.38,30.87
20,Monday,Snowy,,UberX,9.92,1.0,2.08,27.5
21,Wednesday,Rainy,Airport,UberX,1.39,3.0,1.15,3.84
16,Tuesday,Clear,Airport,UberX,5.22,3.0,1.0,10.7
12,Monday,Foggy,Airport,UberX,5.25,4.0,1.0,10.19
0,Thursday,Clear,Mall,Uber Black,2.91,3.0,1.0,10.85
1,Wednesday,,University,UberXL,12.11,4.0,1.0,20.81
8,Saturday,Foggy,Downtown,UberX,20.82,1.0,1.68,46.15
2,Wednesday,Rainy,Downtown,Uber Black,10.09,3.0,1.15,31.02
0,Thursday,Clear,University,UberX,28.88,4.0,1.0,38.4
20,Thursday,Clear,,UberX,1.0,2.0,,3.0
15,Thursday,,University,UberXL,1.0,4.0,1.0,4.13
22,Sunday,Clear,Mall,UberX,17.94,2.0,1.0,24.43
5,Tuesday,Clear,Suburb,UberXL,18.25,4.0,1.0,33.54
16,Friday,,Suburb,UberXL,1.0,2.0,1.56,3.0
4,Wednesday,Snowy,Mall,UberXL,3.54,3.0,1.3,10.14
4,Sunday,Foggy,University,UberX,14.43,2.0,,23.14
5,Friday,Clear,Suburb,UberX,1.1,3.0,,6.47
2,Friday,Rainy,University,UberX,2.49,3.0,1.38,6.97
20,Saturday,Foggy,Suburb,Uber Pool,9.14,4.0,1.92,17.41
22,Thursday,,University,UberX,32.09,,1.0,42.53
4,Tuesday,Clear,University,UberX,,1.0,1.0,17.1
20,Saturday,Clear,Airport,Uber Pool,12.02,2.0,1.92,28.84
4,Monday,Clear,Mall,Uber Black,3.36,4.0,1.0,10.01
9,Sunday,Rainy,Downtown,Uber Black,8.66,3.0,1.61,36.95
9,Sunday,Rainy,Mall,Uber Pool,1.0,2.0,1.61,5.23
18,Tuesday,Foggy,University,UberX,38.9,2.0,1.6,80.76
16,Friday,Clear,University,UberX,5.24,1.0,1.2,10.15
20,Sunday,Clear,Mall,UberX,8.15,2.0,,19.46
13,Tuesday,Clear,University,UberX,16.71,4.0,1.0,23.04
8,Sunday,Clear,Suburb,UberXL,1.0,4.0,1.4,5.79
13,Sunday,Clear,University,UberX,29.83,3.0,1.0,37.61
0,Thursday,Rainy,Mall,Uber Black,3.56,3.0,1.15,12.21
18,Monday,,Mall,UberX,3.32,4.0,1.6,12.04
12,Thursday,,Mall,UberX,1.25,2.0,1.15,
12,Monday,,Airport,UberXL,15.63,2.0,1.0,37.16
3,Sunday,Clear,Airport,UberX,16.37,1.0,1.0,29.08
0,Saturday,Clear,Airport,Uber Black,1.0,3.0,1.2,7.24
16,Friday,Foggy,Airport,Uber Pool,1.0,2.0,1.2,4.91
7,Sunday,,Airport,Uber Black,20.04,2.0,1.4,81.79
1,Monday,Foggy,Airport,UberX,1.05,3.0,1.0,3.0
7,Monday,Clear,Airport,Uber Pool,7.76,4.0,1.4,15.92
6,Monday,Foggy,Mall,UberX,7.73,2.0,1.0,11.59
1,Sunday,,Downtown,Uber Black,16.31,1.0,1.0,39.88
21,Tuesday,Clear,Airport,UberX,6.8,2.0,1.0,12.43
21,Saturday,Rainy,Mall,UberX,4.55,2.0,1.38,
2,Tuesday,Clear,Downtown,Uber Pool,29.32,1.0,1.0,34.4
17,Friday,Foggy,Airport,UberX,2.08,4.0,1.92,9.99
11,Sunday,Clear,Downtown,Uber Black,2.44,1.0,,6.94
0,Monday,Clear,Downtown,UberX,1.0,1.0,1.0,4.57
21,Saturday,Rainy,Suburb,Uber Black,29.61,3.0,1.38,90.66
